ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2975558,Source2,3,2018-03-29 17:43:38,2018-03-29 18:13:10,40.105625,-82.94963100000002,,,0.0,Right lane closed due to accident on I-270 Outerbelt Eastbound at Exit 27 Cleveland Ave.,Cleveland Ave,Columbus,Franklin,OH,43229,US/Eastern,KOSU,2018-03-29 17:53:00,48.0,,96.0,29.72,5.0,North,8.1,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5355800,Source1,2,2022-05-25 13:58:30,2022-05-25 15:03:30,39.099814,-78.204856,39.08162100000001,-78.215615,1.383,Slow traffic on I-81 S from VA-37/Exit 310 (I-81) to VA-277/Exit 307 (I-81) due to accident.,I-81,Stephens City,Frederick,VA,22655,US/Eastern,KOKV,2022-05-25 13:55:00,61.0,61.0,82.0,29.55,10.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5682986,Source1,2,2021-11-19 15:12:29,2021-11-19 15:45:39,35.88679099999999,-78.554362,35.89299699999999,-78.559162,0.506,Stationary traffic from US-401/Louisburg Rd (Perry Creek Rd) to US-1/Capital Blvd (Perry Creek Rd) due to accident., Perry Creek Rd,Raleigh,Wake,NC,27616-5714,US/Eastern,KRDU,2021-11-19 14:51:00,52.0,52.0,31.0,29.96,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5303759,Source1,2,2022-09-23 15:53:00,2022-09-23 18:45:00,35.484348,-82.52895600000002,35.484542,-82.52778,0.068,Incident on NC-146 EB near SHADY LN Right lane blocked. Expect delays., Long Shoals Rd,Arden,Buncombe,NC,28704-7783,US/Eastern,KAVL,2022-09-23 15:54:00,72.0,72.0,26.0,27.84,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5295138,Source1,2,2022-04-07 15:06:22,2022-04-07 16:51:22,42.26924300173632,-121.48678421916252,42.28371300173631,-121.46726421916252,1.413,A crash has occurred causing no to minimum delays. Use caution., Bliss Rd,Bonanza,Klamath,OR,97623-9801,US/Pacific,KLMT,2022-04-07 14:53:00,76.0,76.0,15.0,26.04,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6306765,Source1,2,2021-04-07 05:02:30,2021-04-07 17:08:25,32.843657,-96.774851,32.836787,-96.779034,0.5329999999999999,Stationary traffic from Lovers Ln (N Central Expy/US-75) to E Mockingbird Ln (N Central Expy/US-75) due to accident., N Central Expy,Dallas,Dallas,TX,75205,US/Central,KDAL,2021-04-07 04:53:00,71.0,71.0,73.0,29.19,10.0,S,14.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2513327,Source2,2,2018-10-12 18:45:44,2018-10-12 19:15:13,40.191582,-74.591965,,,0.0,Queueing traffic and left hand shoulder closed due to accident on I-195 Eastbound after Exit 7 County Hwy-526 Robbinsville Allentown Rd.,I-195 E,Trenton,Mercer,NJ,08691,US/Eastern,KTTN,2018-10-12 18:53:00,57.0,,53.0,29.73,10.0,WNW,4.6,,Clear,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1901918,Source2,2,2019-09-09 07:35:54,2019-09-09 09:06:39,31.761604,-106.273758,,,0.0,Accident on Montwood Dr at Firehouse Dr.,Montwood Dr,El Paso,El Paso,TX,79936-4400,US/Mountain,KELP,2019-09-09 07:47:00,70.0,70.0,78.0,26.12,10.0,ESE,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-1529365,Source2,2,2020-03-14 19:52:12,2020-03-14 20:21:53,34.440231,-117.642227,,,0.0,Accident on CA-138 Westbound at Oasis Rd.,Highway 138,Pinon Hills,San Bernardino,CA,92372,US/Pacific,KGXA,2020-03-14 19:58:00,48.0,48.0,83.0,26.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Night,Night,Night,Day
A-4760014,Source1,2,2022-02-16 11:42:00,2022-02-16 11:55:00,34.05840039236995,-117.54528880063272,34.07089039236995,-117.54472880063274,0.8640000000000001,Slow traffic on I-15 N - Ontario Fwy N from Jurupa St (I-15) to I-10 (I-15) due to accident.,I-15,Ontario,San Bernardino,CA,91761,US/Pacific,KONT,2022-02-16 11:53:00,58.0,58.0,36.0,28.96,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6665627,Source1,2,2020-12-11 00:30:24,2020-12-11 04:43:30,32.081333,-83.76344499999998,32.010003000000005,-83.759585,4.934,Stationary traffic on I-75 S - GA-401 S from GA-215/Exit 109 (I-75) to Farmers Market Rd/Exit 104 (I-75) due to accident.,GA-401 S,Vienna,Dooly,GA,31092,US/Eastern,KCKF,2020-12-11 00:35:00,41.0,41.0,90.0,29.82,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1248361,Source2,2,2020-11-28 09:35:35,2020-11-28 11:56:29,35.074721999999994,-89.86090899999998,,,0.0,Right lane blocked due to multi-vehicle accident on TN-385 Bill Morris Pkwy Westbound at Ridgeway Rd.,Bill Morris Pkwy,Memphis,Shelby,TN,38119,US/Central,KOLV,2020-11-28 09:50:00,48.0,43.0,46.0,29.81,10.0,NE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4842060,Source1,2,2022-11-12 02:54:49,2022-11-12 04:09:58,39.790286,-84.18458299999998,39.788782,-84.183931,0.11,Incident on I-75 SB near STANLEY AVE Road closed. Take alternate route.,I-75 S,Dayton,Montgomery,OH,45404,US/Eastern,KFFO,2022-11-12 02:55:00,40.0,35.0,77.0,28.98,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3447429,Source1,2,2016-12-07 06:11:46,2016-12-07 12:11:46,35.103911,-80.986428,35.104429,-80.985362,0.07,At Rivergate Pkwy - Accident., S Tryon St,Charlotte,Mecklenburg,NC,28273-6949,US/Eastern,KCLT,2016-12-07 05:52:00,43.0,41.3,93.0,30.0,0.5,North,3.5,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4224949,Source1,2,2022-01-03 04:21:30,2022-01-03 04:48:30,38.93547177296193,-76.91675305329841,38.92431177296193,-76.93063305329841,1.073,Slow traffic on MD-295 S from MD-202 (MD-295) to US-50/MD-201/Kenilworth Ave (MD-295) due to accident.,Baltimore Washington Pkwy,Hyattsville,Prince George's,MD,20784,US/Eastern,KCGS,2022-01-03 04:15:00,34.0,29.0,94.0,30.01,10.0,NNE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6442504,Source1,2,2021-02-12 16:07:47,2021-02-12 18:28:18,34.03059124930367,-81.08657956084686,34.03071124930367,-81.08652956084687,0.009,Incident on BUSH RIVER RD near BROAD RIVER RD Drive with caution., Broad River Rd,Columbia,Richland,SC,29210-7622,US/Eastern,KCAE,2021-02-12 15:56:00,40.0,35.0,93.0,29.84,10.0,NNE,7.0,0.01,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-4355307,Source1,2,2022-11-07 14:54:30,2022-11-07 15:20:00,32.897690999999995,-96.720521,32.902019,-96.716406,0.383,Slow traffic on Skillman St from Royal Ln to Audelia Rd (Dallas) (North) due to accident., Skillman St,Dallas,Dallas,TX,75243,US/Central,KADS,2022-11-07 14:47:00,73.0,73.0,83.0,29.45,8.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2520078,Source2,3,2018-10-16 14:31:02,2018-10-16 15:00:18,42.338631,-83.121613,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-94 Eastbound after Exits 212 212A Livernois Ave.,Edsel Ford Fwy E,Detroit,Wayne,MI,48210,US/Eastern,KDET,2018-10-16 14:53:00,53.1,,37.0,30.04,10.0,WSW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-299733,Source2,2,2016-09-08 15:52:27,2016-09-08 16:52:27,32.926289000000004,-96.820709,,,0.0,Accident on Lyndon B Johnson Fwy Westbound at Dallas North Tollway.,Dallas North Tollway N,Dallas,Dallas,TX,75244,US/Central,KADS,2016-09-08 15:53:00,93.2,,44.0,29.92,13.0,SSE,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5930433,Source1,2,2021-08-12 15:13:42,2021-08-12 18:58:16,44.861749,-93.145666,44.847998,-93.153303,1.021,Incident on I-35 SB near I-494 Drive with caution.,I-35E S,Saint Paul,Dakota,MN,55121,US/Central,KMSP,2021-08-12 14:53:00,80.0,80.0,32.0,29.04,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-736440,Source2,2,2022-01-24 18:55:44,2022-01-24 19:55:26,32.327095,-86.240578,,,0.0,Lane blocked due to accident on US-231 Troy Hwy both ways at AL-21.,Eastern Blvd,Montgomery,Montgomery,AL,36116,US/Central,KMXF,2022-01-24 18:56:00,51.0,51.0,57.0,29.76,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6301966,Source1,2,2021-03-15 12:38:00.000000000,2021-03-15 13:48:00.000000000,33.80301,-117.879739,33.78422,-117.88006,1.298,Stationary traffic on Orange Fwy S - CA-57 S from exit [1E] to exit [1B] due to accident.,CA-57 S,Anaheim,Orange,CA,92806,US/Pacific,KFUL,2021-03-15 12:53:00,58.0,58.0,51.0,29.88,10.0,WSW,23.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5202221,Source1,2,2022-11-07 16:18:19,2022-11-07 17:33:27,39.726634,-82.65452900000003,39.727273,-82.654463,0.044,Incident on BECKS KNOB RD near BECKS KNOB RD Drive with caution., Becks Knob Rd,Lancaster,Fairfield,OH,43130-8800,US/Eastern,KLHQ,2022-11-07 15:53:00,65.0,65.0,20.0,29.48,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2589925,Source2,2,2018-09-17 02:22:39,2018-09-17 02:52:12,34.504456,-119.81221,,,0.0,One lane blocked due to accident on CA-154 San Marcos Pass Rd both ways near Forest Rte-5N12 Camino Cielo.,W Camino Cielo,Santa Barbara,Santa Barbara,CA,93105,US/Pacific,KSBA,2018-09-17 01:53:00,57.0,,83.0,29.87,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,Night,Night,Night,Night
A-6366924,Source1,2,2021-01-30 13:32:00.000000000,2021-01-30 23:59:00.000000000,33.987341,-118.06022,33.989917,-118.064027,0.282,Stationary traffic on CA-72 from Broadway (Whittier Blvd) to Norwalk Blvd (Whittier Blvd) due to accident., Whittier Blvd,Whittier,Los Angeles,CA,90606,US/Pacific,KEMT,2021-01-30 13:53:00,64.0,64.0,41.0,30.05,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2363576,Source2,2,2019-01-28 08:48:37,2019-01-28 09:18:15,37.642368,-77.46154,,,0.0,Accident on Mountain Rd at Fauver Ave.,Mountain Rd,Glen Allen,Henrico,VA,23060-4052,US/Eastern,KOFP,2019-01-28 08:54:00,34.0,,42.0,30.11,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5695773,Source1,2,2021-03-10 07:05:30,2021-03-10 10:34:30,39.376804,-76.518865,39.399683,-76.553454,2.431,Slow traffic on I-695 W from US-1/Exit 32 (I-695) to MD-542/Loch Raven Blvd/Exit 29 (I-695) due to accident.,I-695 W,Nottingham,Baltimore County,MD,21236,US/Eastern,KMTN,2021-03-10 06:54:00,45.0,45.0,61.0,30.48,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7351441,Source1,2,2019-10-22 10:34:00,2019-10-22 11:07:02,34.15725,-118.37943,34.15716,-118.37939,0.0069999999999999,At US-101/CA-134 - Accident.,CA-170 S,North Hollywood,Los Angeles,CA,91602,US/Pacific,KBUR,2019-10-22 10:53:00,85.0,85.0,14.0,29.26,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2747970,Source2,3,2018-06-07 07:57:21,2018-06-07 08:27:10,44.956287,-93.192513,,,0.0,Right hand shoulder blocked due to accident on I-94 Westbound at Exit 237 Vandalia St.,I-94 W,Saint Paul,Ramsey,MN,55104,US/Central,KSTP,2018-06-07 07:53:00,62.1,,65.0,30.03,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7723669,Source1,2,2019-05-16 16:42:03,2019-05-16 17:11:55,40.728376,-74.10263,40.728547,-74.103418,0.043,At US-1 &amp; 9-truck - Accident. Right lane blocked., Lincoln Hwy,Kearny,Hudson,NJ,07032-4626,US/Eastern,KEWR,2019-05-16 16:51:00,74.0,74.0,26.0,29.8,10.0,NW,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1636413,Source2,2,2020-02-07 16:06:29,2020-02-07 17:22:16,33.08168,-96.684219,,,0.0,#1 and #2 lane blocked and left hand shoulder blocked due to accident on US-75 Southbound at Bethany Dr.,Central Expy S,Allen,Collin,TX,75013,US/Central,KTKI,2020-02-07 15:53:00,56.0,56.0,39.0,29.3,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2653311,Source2,2,2018-08-17 16:11:59,2018-08-17 16:56:46,36.07,-86.68561600000002,,,0.0,Accident on Haywood Ln at Bakertown Rd.,Bakertown Rd,Antioch,Davidson,TN,37013-2657,US/Central,KBNA,2018-08-17 15:53:00,86.0,,51.0,29.99,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2366336,Source2,2,2019-01-29 18:59:32,2019-01-29 19:29:24,37.561169,-77.490501,,,0.0,Accident on Grove Ave at Reveille St.,Grove Ave,Richmond,Richmond City,VA,23221-1902,US/Eastern,KRIC,2019-01-29 18:54:00,39.0,,89.0,29.86,10.0,Calm,,0.02,Light Rain,False,False,False,False,False,False,False,False,False,True,False,False,Night,Night,Night,Day
A-5704277,Source1,2,2021-03-16 12:59:00,2021-03-16 14:58:53,26.693891,-81.855998,26.693275,-81.856599,0.056,Incident on BAYSHORE RD near TWIN BROOKS RD Drive with caution., Bayshore Rd,North Fort Myers,Lee,FL,33917,US/Eastern,KFMY,2021-03-16 12:53:00,83.0,83.0,54.0,30.09,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4074966,Source1,2,2022-05-20 07:19:00,2022-05-20 09:26:18,37.68173400000001,-121.095407,37.68173400000001,-121.093339,0.113,Accident from Toomes Rd to Finney Rd., Beckwith Rd,Modesto,Stanislaus,CA,95358-8915,US/Pacific,KMOD,2022-05-20 06:53:00,57.0,57.0,32.0,29.67,10.0,NW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4986083,Source1,2,2022-07-02 12:45:31,2022-07-02 14:05:13,39.744254,-105.109568,39.743816,-105.109562,0.03,At 17th Avenue (Lakewood) at Mile Point 6.5. Road closed expect delays due to a crash. At 17th Avenue (Lakewood) at Mile Point 6.5. Road closed expect delays due to a crash., Kipling St,Lakewood,Jefferson,CO,80215-2819,US/Mountain,KBJC,2022-07-02 12:48:00,82.0,82.0,26.0,24.5,10.0,ESE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2789030,Source2,3,2018-06-28 12:00:50,2018-06-28 12:30:24,45.632195,-121.953957,,,0.0,One lane blocked due to accident on I-84 Westbound at Exit 40 Bonneville Way.,NFD Road 777,Cascade Locks,Multnomah,OR,97014,US/Pacific,KCZK,2018-06-28 11:53:00,64.0,64.0,56.0,30.09,10.0,NW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3840897,Source1,2,2022-09-09 12:39:59,2022-09-09 15:40:44,32.406725,-110.995664,32.407302,-110.995659,0.04,Incident on N LA CANADA DR near W CARMEL POINTE DR Drive with caution., N La Canada Dr,Tucson,Pima,AZ,85737-7016,US/Mountain,KDMA,2022-09-09 12:56:00,88.0,88.0,39.0,27.0,10.0,W,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-805865,Source2,3,2021-11-24 06:53:53,2021-11-24 07:53:44,34.604321,-85.706757,,,0.0,Main roadway closed due to accident on AL-40 Westbound at Gourge Rd. Traffic getting by on the shoulder.,AL Highway 40,Valley Head,DeKalb,AL,35989-3024,US/Central,K4A9,2021-11-24 06:55:00,27.0,27.0,86.0,29.4,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3170397,Source2,2,2017-11-06 16:47:55,2017-11-06 17:17:49,31.774246,-106.303558,,,0.0,Accident on George Dieter Dr at Beach Front Dr.,Beach Front Dr,El Paso,El Paso,TX,79936-3804,US/Mountain,KELP,2017-11-06 16:51:00,77.0,,19.0,29.9,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1353503,Source2,2,2020-10-22 07:32:24,2020-10-22 08:19:44,39.570404,-119.781929,,,0.0,Accident on El Rancho Dr at NV-443 Clear Acre Ln.,El Rancho Dr,Sun Valley,Washoe,NV,89433,US/Pacific,KRNO,2020-10-22 07:55:00,43.0,39.0,47.0,25.6,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-2960294,Source2,2,2018-03-21 06:32:16,2018-03-21 07:02:04,36.150246,-86.794449,,,0.0,Accident on 18th Ave at Roy Acuff Pl.,18th Ave S,Nashville,Davidson,TN,37203-3215,US/Central,KBNA,2018-03-21 06:26:00,35.1,26.9,82.0,29.9,10.0,WNW,11.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-688053,Source2,4,2022-03-05 07:30:08,2022-03-05 09:11:34,38.595272,-90.32589,,,1.919999957084656,Four lanes blocked due to crash on I-44 Westbound from I-44 Exit 284A / Jamieson Ave to I-44 Exit 283 / Shrewsbury Ave.,I-44 W,Saint Louis,St. Louis County,MO,63119,US/Central,KCPS,2022-03-05 07:53:00,54.0,54.0,69.0,29.51,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3041430,Source2,2,2018-01-02 18:10:13,2018-01-02 18:39:50,32.905102,-97.099258,,,0.0,#1 lane blocked and left hand shoulder blocked due to accident on TX-121 Westbound at TX-360.,TX-121 S,Grapevine,Tarrant,TX,76051,US/Central,KDFW,2018-01-02 17:53:00,27.0,17.3,39.0,30.52,10.0,NNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6259607,Source1,2,2021-10-08 08:36:00,2021-10-08 10:37:30,35.19544600000001,-80.876114,35.196099,-80.87786700000002,0.109,Stationary traffic from South Blvd (Clanton Rd) to I-77/US-21 (Clanton Rd) due to accident., Clanton Rd,Charlotte,Mecklenburg,NC,28217-1306,US/Eastern,KCLT,2021-10-08 08:52:00,68.0,68.0,90.0,29.33,10.0,E,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1146244,Source2,3,2021-02-19 18:50:29,2021-02-19 19:36:20,33.632835,-84.40505999999998,,,0.0,Left lane closed due to accident on I-285 Eastbound after Clark Howell Hwy.,GA-407 E,Atlanta,Clayton,GA,30349,US/Eastern,KATL,2021-02-19 18:52:00,44.0,38.0,40.0,29.1,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5962533,Source1,2,2021-11-05 09:31:00.000000000,2021-11-05 11:41:01.000000000,34.037151,-118.037569,34.036453,-118.033914,0.215,Accident on Peck Rd (CA-60) from I-605 (CA-60) to CA-60 E - Pomona Fwy E.,CA-60 E,South El Monte,Los Angeles,CA,91733,US/Pacific,KEMT,2021-11-05 09:53:00,57.0,57.0,96.0,29.89,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4479394,Source1,2,2022-03-02 15:07:30,2022-03-02 20:31:18,32.863614,-96.804132,32.865617,-96.805625,0.163,Slow traffic on TX-12 Loop - TX-289 from Luther Ln to Dallas North Tollway N due to accident., Luther Ln,Dallas,Dallas,TX,75225-6201,US/Central,KDAL,2022-03-02 14:53:00,77.0,,15.0,29.59,10.0,,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5076802,Source1,4,2022-01-24 02:49:00.000000000,2022-01-24 07:45:00.000000000,35.291816,-81.630986,35.291182,-81.634938,0.227,Incident on US-74 WB near ROBERT RIDING RD Road closed. Take alternate route., W Dixon Blvd,Shelby,Cleveland,NC,28152-1022,US/Eastern,KEHO,2022-01-24 02:55:00,37.0,37.0,62.0,28.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-692338,Source2,3,2022-03-01 22:29:14,2022-03-01 23:27:22,34.073822,-80.999619,,,0.0,Lane blocked due to crash on I-20 Eastbound at Exit 71 US-21 Main St.,Main St,Columbia,Richland,SC,29203,US/Eastern,KCUB,2022-03-01 22:53:00,47.0,47.0,71.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7563996,Source1,4,2018-07-24 12:52:00,2018-07-24 19:00:00,40.582512,-83.02166700000002,40.58215,-83.03622,0.764,Closed at Williams Rd - Road closed due to accident., Marion Mount Gilead Rd,Marion,Marion,OH,43302,US/Eastern,KMNN,2018-07-24 12:53:00,79.0,,64.0,29.98,10.0,NNW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4430822,Source1,2,2022-11-03 06:31:30.000000000,2022-11-03 07:23:00.000000000,38.518001,-121.463855,38.550161,-121.47386000000002,2.287,Slow traffic on CA-99 N from 47th Ave (CA-99) to I-80 Bus (CA-99) due to accident.,CA-99 N,Sacramento,Sacramento,CA,95824,US/Pacific,KSAC,2022-11-03 06:53:00,36.0,36.0,97.0,30.12,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4322078,Source1,2,2022-12-07 21:44:00,2022-12-08 01:59:13,28.585954,-81.20785699999998,28.585443,-81.207832,0.035,Incident on N ALAFAYA TRL near WALDEN WOODS DR Drive with caution., Alafaya Trl N,Orlando,Orange,FL,32826,US/Eastern,KORL,2022-12-07 21:53:00,69.0,69.0,84.0,30.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2368157,Source2,3,2019-01-29 16:18:12,2019-01-29 17:02:56,34.026844,-118.429916,,,0.0,Accident on I-405 Northbound at National Blvd.,I-405 N,Los Angeles,Los Angeles,CA,90064,US/Pacific,KSMO,2019-01-29 16:24:00,64.0,,75.0,29.88,10.0,WSW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1872046,Source2,2,2019-09-21 10:14:31,2019-09-21 11:14:25,35.638538,-97.638542,,,0.0,Accident on 164th St at Rockwell Ave.,N Rockwell Ave,Edmond,Oklahoma,OK,73013-8987,US/Central,KPWA,2019-09-21 10:26:00,75.0,75.0,90.0,28.64,10.0,S,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-5089799,Source1,2,2022-10-11 22:09:30,2022-10-11 23:28:51,32.746857,-117.251068,32.747304,-117.250682,0.038,Incident on BACON ST near NEWPORT AVE Drive with caution., Bacon St,San Diego,San Diego,CA,92107-2806,US/Pacific,KSAN,2022-10-11 21:51:00,68.0,68.0,78.0,30.02,10.0,W,8.0,0.0,Drizzle,True,False,True,False,False,False,False,False,False,True,False,False,Night,Night,Night,Night
A-3161699,Source2,2,2017-11-01 09:34:10,2017-11-01 11:03:37,30.401733,-91.105461,,,0.0,Accident on Essen Ln at Hennessy Blvd.,Hennessy Blvd,Baton Rouge,East Baton Rouge,LA,70808,US/Central,KBTR,2017-11-01 09:53:00,66.0,,90.0,30.01,10.0,East,8.1,0.03,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3847127,Source1,2,2023-01-01 13:38:02,2023-01-01 14:54:00,40.023548,-75.895436,40.02249000000001,-75.892852,0.155,Incident on SANDY WAY near N SANDY HILL RD Drive with caution., Sandy Way,Coatesville,Chester,PA,19320-5548,US/Eastern,KMQS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2376655,Source2,2,2018-12-03 06:06:54,2018-12-03 06:36:47,32.826397,-96.661263,,,0.0,Accident on La Prada Dr at Millmar Dr.,La Prada Dr,Dallas,Dallas,TX,75228-3559,US/Central,KDAL,2018-12-03 05:53:00,46.9,,59.0,30.12,10.0,NE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4144634,Source1,2,2022-02-16 14:23:00.000000000,2022-02-16 16:32:21.000000000,37.445549,-122.231924,37.44618300000001,-122.23098600000002,0.068,Accident from San Mateo to Alameda de Las Pulgas., Churchill Ave,Redwood City,San Mateo,CA,94062,US/Pacific,KSQL,2022-02-16 14:47:00,68.0,68.0,28.0,30.02,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6461183,Source1,2,2021-02-17 19:22:49,2021-02-17 21:00:09,44.745766,-93.282928,44.748429,-93.283879,0.19,Incident on I-35W NB near CR-42 Drive with caution.,County Road 42 W,Burnsville,Dakota,MN,55306,US/Central,KLVN,2021-02-17 19:15:00,7.0,7.0,79.0,29.29,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2269287,Source2,2,2019-02-06 20:18:38,2019-02-06 21:03:20,34.093567,-118.309196,,,0.0,Traffic break and accident on US-101 Southbound before Exit 7 Western Ave.,N Western Ave,Los Angeles,Los Angeles,CA,90029,US/Pacific,KCQT,2019-02-06 20:47:00,51.1,,31.0,30.19,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
